condition,true_class,magnitude,sequence_replicate,evidence_budget,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,marginal_mae,joint_total_variation,joint_js_divergence
measurement_noise_0.850,measurement_noise,0.85,58,5,0.2,0.4,0.8,0.0,0.22,0.8,0.06,0.08,0.22000000000000003,0.07052737732773129
measurement_noise_0.850,measurement_noise,0.85,58,10,0.2,0.2,0.8,0.1,0.22,0.8,0.06,0.02,0.10000000000000005,0.04260407146667655
measurement_noise_0.850,measurement_noise,0.85,58,20,0.2,0.3,0.8,0.1,0.22,0.8,0.06,0.04,0.11000000000000003,0.013650235058795233
measurement_noise_0.850,measurement_noise,0.85,59,5,0.2,0.4,0.8,0.0,0.22,0.8,0.06,0.08,0.22000000000000003,0.07052737732773129
measurement_noise_0.850,measurement_noise,0.85,59,10,0.2,0.3,0.8,0.1,0.22,0.8,0.06,0.04,0.2,0.0615974908065538
measurement_noise_0.850,measurement_noise,0.85,59,20,0.2,0.25,0.8,0.1,0.22,0.8,0.06,0.023333333333333334,0.06000000000000004,0.006797774173025728
measurement_noise_0.850,measurement_noise,0.85,60,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,60,10,0.3,0.1,0.7,0.0,0.22,0.8,0.06,0.09333333333333337,0.13999999999999993,0.04611989685713727
measurement_noise_0.850,measurement_noise,0.85,60,20,0.2,0.25,0.8,0.0,0.22,0.8,0.06,0.03,0.07,0.03416084516179933
measurement_noise_0.850,measurement_noise,0.85,61,5,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.19999999999999996,0.14249488908689026
measurement_noise_0.850,measurement_noise,0.85,61,10,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.19999999999999996,0.14249488908689026
measurement_noise_0.850,measurement_noise,0.85,61,20,0.15,0.35,0.85,0.1,0.22,0.8,0.06,0.0733333333333333,0.13000000000000003,0.027520572686354217
measurement_noise_0.850,measurement_noise,0.85,62,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,62,10,0.1,0.3,0.9,0.0,0.22,0.8,0.06,0.07999999999999999,0.15999999999999995,0.05368904387452775
measurement_noise_0.850,measurement_noise,0.85,62,20,0.25,0.2,0.75,0.05,0.22,0.8,0.06,0.026666666666666675,0.06,0.013426972521083937
measurement_noise_0.850,measurement_noise,0.85,63,5,0.4,0.0,0.6,0.0,0.22,0.8,0.06,0.16000000000000003,0.23999999999999996,0.1450088294683459
measurement_noise_0.850,measurement_noise,0.85,63,10,0.3,0.1,0.7,0.1,0.22,0.8,0.06,0.0866666666666667,0.19999999999999996,0.11734149127136144
measurement_noise_0.850,measurement_noise,0.85,63,20,0.25,0.3,0.75,0.05,0.22,0.8,0.06,0.046666666666666676,0.13000000000000003,0.020867341495027347
measurement_noise_0.850,measurement_noise,0.85,64,5,0.4,0.0,0.6,0.0,0.22,0.8,0.06,0.16000000000000003,0.23999999999999996,0.1450088294683459
measurement_noise_0.850,measurement_noise,0.85,64,10,0.3,0.2,0.7,0.0,0.22,0.8,0.06,0.060000000000000026,0.12000000000000002,0.03886776815191065
measurement_noise_0.850,measurement_noise,0.85,64,20,0.2,0.25,0.8,0.05,0.22,0.8,0.06,0.01333333333333333,0.10000000000000003,0.03014471639218028
measurement_noise_0.850,measurement_noise,0.85,65,5,0.4,0.0,0.6,0.0,0.22,0.8,0.06,0.16000000000000003,0.23999999999999996,0.1450088294683459
measurement_noise_0.850,measurement_noise,0.85,65,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,65,20,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,66,5,0.0,0.8,1.0,0.0,0.22,0.8,0.06,0.28,0.6200000000000001,0.34689639702460395
measurement_noise_0.850,measurement_noise,0.85,66,10,0.0,0.6,1.0,0.1,0.22,0.8,0.06,0.20666666666666667,0.38000000000000006,0.18576448855615638
measurement_noise_0.850,measurement_noise,0.85,66,20,0.15,0.35,0.85,0.05,0.22,0.8,0.06,0.0633333333333333,0.13000000000000003,0.02514807750060916
measurement_noise_0.850,measurement_noise,0.85,67,5,0.4,0.2,0.6,0.0,0.22,0.8,0.06,0.09333333333333335,0.22000000000000003,0.06455407865536286
measurement_noise_0.850,measurement_noise,0.85,67,10,0.2,0.2,0.8,0.1,0.22,0.8,0.06,0.02,0.09999999999999995,0.02843910567114026
measurement_noise_0.850,measurement_noise,0.85,67,20,0.15,0.15,0.85,0.1,0.22,0.8,0.06,0.053333333333333316,0.12999999999999998,0.018554058246812832
measurement_noise_0.850,measurement_noise,0.85,68,5,0.0,0.0,1.0,0.0,0.22,0.8,0.06,0.15999999999999998,0.43999999999999995,0.26537374235093775
measurement_noise_0.850,measurement_noise,0.85,68,10,0.3,0.0,0.7,0.0,0.22,0.8,0.06,0.1266666666666667,0.23999999999999994,0.1328844336882528
measurement_noise_0.850,measurement_noise,0.85,68,20,0.15,0.1,0.85,0.0,0.22,0.8,0.06,0.07666666666666665,0.18999999999999997,0.05091936308517221
measurement_noise_0.850,measurement_noise,0.85,69,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,69,10,0.2,0.1,0.8,0.0,0.22,0.8,0.06,0.06,0.13999999999999993,0.043982048088031626
measurement_noise_0.850,measurement_noise,0.85,69,20,0.1,0.1,0.9,0.05,0.22,0.8,0.06,0.07666666666666666,0.21999999999999995,0.055380691883160665
measurement_noise_0.850,measurement_noise,0.85,70,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,70,10,0.2,0.2,0.8,0.1,0.22,0.8,0.06,0.02,0.09999999999999995,0.02843910567114026
measurement_noise_0.850,measurement_noise,0.85,70,20,0.15,0.25,0.85,0.1,0.22,0.8,0.06,0.03999999999999998,0.060000000000000026,0.008189759236818722
measurement_noise_0.850,measurement_noise,0.85,71,5,0.0,0.2,1.0,0.0,0.22,0.8,0.06,0.09333333333333331,0.26,0.14573571614510644
measurement_noise_0.850,measurement_noise,0.85,71,10,0.1,0.1,0.9,0.0,0.22,0.8,0.06,0.09333333333333332,0.23999999999999996,0.06597147475878157
measurement_noise_0.850,measurement_noise,0.85,71,20,0.2,0.15,0.8,0.0,0.22,0.8,0.06,0.043333333333333335,0.08999999999999998,0.03340167396554945
measurement_noise_0.850,measurement_noise,0.85,72,5,0.0,0.0,1.0,0.0,0.22,0.8,0.06,0.15999999999999998,0.43999999999999995,0.26537374235093775
measurement_noise_0.850,measurement_noise,0.85,72,10,0.4,0.1,0.6,0.1,0.22,0.8,0.06,0.12000000000000002,0.26000000000000006,0.13531839468530366
measurement_noise_0.850,measurement_noise,0.85,72,20,0.35,0.2,0.65,0.05,0.22,0.8,0.06,0.060000000000000005,0.16000000000000003,0.03065953470905581
measurement_noise_0.850,measurement_noise,0.85,73,5,0.6,0.0,0.4,0.0,0.22,0.8,0.06,0.22666666666666668,0.4,0.2051517470237934
measurement_noise_0.850,measurement_noise,0.85,73,10,0.4,0.3,0.6,0.2,0.22,0.8,0.06,0.14,0.36000000000000004,0.11366764796746699
measurement_noise_0.850,measurement_noise,0.85,73,20,0.25,0.25,0.75,0.15,0.22,0.8,0.06,0.05666666666666668,0.14,0.021694768003855645
measurement_noise_0.850,measurement_noise,0.85,74,5,0.0,0.2,1.0,0.0,0.22,0.8,0.06,0.09333333333333331,0.26,0.14573571614510644
measurement_noise_0.850,measurement_noise,0.85,74,10,0.0,0.2,1.0,0.0,0.22,0.8,0.06,0.09333333333333331,0.26,0.14573571614510644
measurement_noise_0.850,measurement_noise,0.85,74,20,0.1,0.25,0.9,0.05,0.22,0.8,0.06,0.046666666666666655,0.13999999999999996,0.041672336267384896
measurement_noise_0.850,measurement_noise,0.85,75,5,0.4,0.0,0.6,0.0,0.22,0.8,0.06,0.16000000000000003,0.23999999999999996,0.1450088294683459
measurement_noise_0.850,measurement_noise,0.85,75,10,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,75,20,0.15,0.15,0.85,0.0,0.22,0.8,0.06,0.05999999999999998,0.13999999999999996,0.039192173602228216
measurement_noise_0.850,measurement_noise,0.85,76,5,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.20000000000000004,0.09169816031034331
measurement_noise_0.850,measurement_noise,0.85,76,10,0.2,0.1,0.8,0.1,0.22,0.8,0.06,0.05333333333333334,0.11999999999999995,0.049856200171903176
measurement_noise_0.850,measurement_noise,0.85,76,20,0.25,0.15,0.75,0.1,0.22,0.8,0.06,0.05333333333333335,0.09,0.015592703301061283
measurement_noise_0.850,measurement_noise,0.85,77,5,0.6,0.0,0.4,0.0,0.22,0.8,0.06,0.22666666666666668,0.4,0.2051517470237934
measurement_noise_0.850,measurement_noise,0.85,77,10,0.3,0.4,0.7,0.0,0.22,0.8,0.06,0.11333333333333337,0.32000000000000006,0.09692585490212224
measurement_noise_0.850,measurement_noise,0.85,77,20,0.25,0.3,0.75,0.1,0.22,0.8,0.06,0.05666666666666668,0.13000000000000003,0.026298804861648612
measurement_noise_0.850,measurement_noise,0.85,78,5,0.0,0.4,1.0,0.0,0.22,0.8,0.06,0.14666666666666667,0.26,0.16136196020497742
measurement_noise_0.850,measurement_noise,0.85,78,10,0.1,0.3,0.9,0.0,0.22,0.8,0.06,0.07999999999999999,0.15999999999999995,0.05368904387452775
measurement_noise_0.850,measurement_noise,0.85,78,20,0.15,0.2,0.85,0.0,0.22,0.8,0.06,0.04333333333333331,0.11,0.035381567117516353
measurement_noise_0.850,measurement_noise,0.85,79,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,79,10,0.2,0.3,0.8,0.1,0.22,0.8,0.06,0.04,0.08000000000000004,0.021186976965913634
measurement_noise_0.850,measurement_noise,0.85,79,20,0.25,0.25,0.75,0.05,0.22,0.8,0.06,0.030000000000000013,0.08000000000000003,0.014014880609257844
measurement_noise_0.850,measurement_noise,0.85,80,5,0.0,0.2,1.0,0.0,0.22,0.8,0.06,0.09333333333333331,0.26,0.14573571614510644
measurement_noise_0.850,measurement_noise,0.85,80,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,80,20,0.2,0.2,0.8,0.05,0.22,0.8,0.06,0.009999999999999995,0.05000000000000002,0.02520310573553269
measurement_noise_0.850,measurement_noise,0.85,81,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,81,10,0.2,0.3,0.8,0.0,0.22,0.8,0.06,0.04666666666666666,0.12000000000000002,0.042161423999323135
measurement_noise_0.850,measurement_noise,0.85,81,20,0.2,0.2,0.8,0.05,0.22,0.8,0.06,0.009999999999999995,0.04999999999999996,0.011884172098275006
measurement_noise_0.850,measurement_noise,0.85,82,5,0.0,0.0,1.0,0.0,0.22,0.8,0.06,0.15999999999999998,0.43999999999999995,0.26537374235093775
measurement_noise_0.850,measurement_noise,0.85,82,10,0.1,0.1,0.9,0.1,0.22,0.8,0.06,0.08666666666666666,0.21999999999999995,0.06723632768095693
measurement_noise_0.850,measurement_noise,0.85,82,20,0.15,0.2,0.85,0.1,0.22,0.8,0.06,0.036666666666666646,0.07999999999999997,0.009260028392448941
measurement_noise_0.850,measurement_noise,0.85,83,5,0.0,0.6,1.0,0.0,0.22,0.8,0.06,0.21333333333333332,0.42000000000000004,0.22571656026353343
measurement_noise_0.850,measurement_noise,0.85,83,10,0.2,0.4,0.8,0.1,0.22,0.8,0.06,0.07333333333333335,0.30000000000000004,0.10066215821688812
measurement_noise_0.850,measurement_noise,0.85,83,20,0.2,0.3,0.8,0.1,0.22,0.8,0.06,0.04,0.11000000000000003,0.013650235058795233
measurement_noise_0.850,measurement_noise,0.85,84,5,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,84,10,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,84,20,0.2,0.05,0.8,0.1,0.22,0.8,0.06,0.06999999999999999,0.17999999999999997,0.10081443970936789
measurement_noise_0.850,measurement_noise,0.85,85,5,0.2,0.4,0.8,0.0,0.22,0.8,0.06,0.08,0.22000000000000003,0.07052737732773129
measurement_noise_0.850,measurement_noise,0.85,85,10,0.1,0.2,0.9,0.1,0.22,0.8,0.06,0.05333333333333332,0.13999999999999996,0.05413169134188117
measurement_noise_0.850,measurement_noise,0.85,85,20,0.2,0.25,0.8,0.1,0.22,0.8,0.06,0.023333333333333334,0.06000000000000004,0.006797774173025728
measurement_noise_0.850,measurement_noise,0.85,86,5,0.2,0.4,0.8,0.2,0.22,0.8,0.06,0.10666666666666667,0.18000000000000002,0.062040138273907225
measurement_noise_0.850,measurement_noise,0.85,86,10,0.2,0.2,0.8,0.1,0.22,0.8,0.06,0.02,0.09999999999999995,0.02843910567114026
measurement_noise_0.850,measurement_noise,0.85,86,20,0.25,0.3,0.75,0.1,0.22,0.8,0.06,0.05666666666666668,0.16000000000000003,0.020991592341992243
measurement_noise_0.850,measurement_noise,0.85,87,5,0.0,0.4,1.0,0.0,0.22,0.8,0.06,0.14666666666666667,0.26,0.16136196020497742
measurement_noise_0.850,measurement_noise,0.85,87,10,0.2,0.4,0.8,0.0,0.22,0.8,0.06,0.08,0.22000000000000003,0.07052737732773129
measurement_noise_0.850,measurement_noise,0.85,87,20,0.2,0.2,0.8,0.05,0.22,0.8,0.06,0.009999999999999995,0.05000000000000002,0.02520310573553269
measurement_noise_0.850,measurement_noise,0.85,88,5,0.0,0.4,1.0,0.0,0.22,0.8,0.06,0.14666666666666667,0.26,0.16136196020497742
measurement_noise_0.850,measurement_noise,0.85,88,10,0.0,0.4,1.0,0.2,0.22,0.8,0.06,0.17333333333333334,0.26000000000000006,0.1427416389007577
measurement_noise_0.850,measurement_noise,0.85,88,20,0.1,0.3,0.9,0.15,0.22,0.8,0.06,0.08999999999999998,0.11000000000000001,0.027040290827695077
measurement_noise_0.850,measurement_noise,0.85,89,5,0.0,0.2,1.0,0.0,0.22,0.8,0.06,0.09333333333333331,0.26,0.14573571614510644
measurement_noise_0.850,measurement_noise,0.85,89,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,89,20,0.15,0.25,0.85,0.05,0.22,0.8,0.06,0.029999999999999975,0.06999999999999998,0.013864065250241904
measurement_noise_0.850,measurement_noise,0.85,90,5,0.2,0.4,0.8,0.2,0.22,0.8,0.06,0.10666666666666667,0.18000000000000002,0.062040138273907225
measurement_noise_0.850,measurement_noise,0.85,90,10,0.1,0.3,0.9,0.1,0.22,0.8,0.06,0.07333333333333332,0.11999999999999997,0.03271459684111826
measurement_noise_0.850,measurement_noise,0.85,90,20,0.05,0.3,0.95,0.1,0.22,0.8,0.06,0.08999999999999997,0.15,0.04457727682191808
measurement_noise_0.850,measurement_noise,0.85,91,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,91,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,91,20,0.25,0.15,0.75,0.0,0.22,0.8,0.06,0.06000000000000002,0.08999999999999996,0.03349048132739503
measurement_noise_0.850,measurement_noise,0.85,92,5,0.0,0.4,1.0,0.0,0.22,0.8,0.06,0.14666666666666667,0.26,0.16136196020497742
measurement_noise_0.850,measurement_noise,0.85,92,10,0.0,0.2,1.0,0.1,0.22,0.8,0.06,0.08666666666666666,0.23999999999999996,0.14700056906728182
measurement_noise_0.850,measurement_noise,0.85,92,20,0.1,0.15,0.9,0.05,0.22,0.8,0.06,0.05999999999999999,0.16999999999999996,0.04365350240021666
measurement_noise_0.850,measurement_noise,0.85,93,5,0.4,0.4,0.6,0.2,0.22,0.8,0.06,0.17333333333333337,0.38000000000000006,0.14092812380641662
measurement_noise_0.850,measurement_noise,0.85,93,10,0.3,0.4,0.7,0.1,0.22,0.8,0.06,0.1066666666666667,0.28,0.06657887388018185
measurement_noise_0.850,measurement_noise,0.85,93,20,0.2,0.3,0.8,0.05,0.22,0.8,0.06,0.029999999999999995,0.08000000000000003,0.01575551359929237
measurement_noise_0.850,measurement_noise,0.85,94,5,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.19999999999999996,0.14249488908689026
measurement_noise_0.850,measurement_noise,0.85,94,10,0.1,0.2,0.9,0.1,0.22,0.8,0.06,0.05333333333333332,0.19999999999999996,0.04581923318019401
measurement_noise_0.850,measurement_noise,0.85,94,20,0.2,0.1,0.8,0.1,0.22,0.8,0.06,0.05333333333333334,0.12999999999999998,0.03574084382213085
measurement_noise_0.850,measurement_noise,0.85,95,5,0.4,0.4,0.6,0.2,0.22,0.8,0.06,0.17333333333333337,0.38000000000000006,0.14092812380641662
measurement_noise_0.850,measurement_noise,0.85,95,10,0.2,0.4,0.8,0.1,0.22,0.8,0.06,0.07333333333333335,0.18000000000000002,0.04018039630579089
measurement_noise_0.850,measurement_noise,0.85,95,20,0.25,0.25,0.75,0.1,0.22,0.8,0.06,0.040000000000000015,0.11000000000000001,0.02380004654435279
measurement_noise_0.850,measurement_noise,0.85,96,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,96,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,96,20,0.2,0.25,0.8,0.05,0.22,0.8,0.06,0.01333333333333333,0.030000000000000016,0.010813902942644782
measurement_noise_0.850,measurement_noise,0.85,97,5,0.0,0.4,1.0,0.2,0.22,0.8,0.06,0.17333333333333334,0.21999999999999997,0.15287472115115336
measurement_noise_0.850,measurement_noise,0.85,97,10,0.1,0.2,0.9,0.1,0.22,0.8,0.06,0.05333333333333332,0.19999999999999996,0.04581923318019401
measurement_noise_0.850,measurement_noise,0.85,97,20,0.25,0.1,0.75,0.05,0.22,0.8,0.06,0.06000000000000001,0.15,0.042957950258362965
measurement_noise_0.850,measurement_noise,0.85,98,5,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.20000000000000004,0.09169816031034331
measurement_noise_0.850,measurement_noise,0.85,98,10,0.1,0.1,0.9,0.1,0.22,0.8,0.06,0.08666666666666666,0.21999999999999995,0.06723632768095693
measurement_noise_0.850,measurement_noise,0.85,98,20,0.1,0.2,0.9,0.15,0.22,0.8,0.06,0.06999999999999999,0.18,0.037404589837689184
measurement_noise_0.850,measurement_noise,0.85,99,5,0.0,0.4,1.0,0.0,0.22,0.8,0.06,0.14666666666666667,0.26,0.16136196020497742
measurement_noise_0.850,measurement_noise,0.85,99,10,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,99,20,0.25,0.2,0.75,0.0,0.22,0.8,0.06,0.04333333333333334,0.07,0.03242021217176481
measurement_noise_0.850,measurement_noise,0.85,100,5,0.2,0.2,0.8,0.2,0.22,0.8,0.06,0.05333333333333334,0.19999999999999996,0.14249488908689026
measurement_noise_0.850,measurement_noise,0.85,100,10,0.1,0.4,0.9,0.1,0.22,0.8,0.06,0.10666666666666667,0.18000000000000002,0.04399860909148551
measurement_noise_0.850,measurement_noise,0.85,100,20,0.2,0.25,0.8,0.05,0.22,0.8,0.06,0.01333333333333333,0.030000000000000016,0.010813902942644782
measurement_noise_0.850,measurement_noise,0.85,101,5,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,101,10,0.1,0.2,0.9,0.2,0.22,0.8,0.06,0.08666666666666666,0.3,0.159875016595944
measurement_noise_0.850,measurement_noise,0.85,101,20,0.15,0.2,0.85,0.1,0.22,0.8,0.06,0.036666666666666646,0.15,0.032943261039700744
measurement_noise_0.850,measurement_noise,0.85,102,5,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,102,10,0.2,0.1,0.8,0.0,0.22,0.8,0.06,0.06,0.13999999999999993,0.043982048088031626
measurement_noise_0.850,measurement_noise,0.85,102,20,0.2,0.1,0.8,0.0,0.22,0.8,0.06,0.06,0.13999999999999993,0.043982048088031626
measurement_noise_0.850,measurement_noise,0.85,103,5,0.2,0.0,0.8,0.0,0.22,0.8,0.06,0.09333333333333334,0.24,0.13535588408084337
measurement_noise_0.850,measurement_noise,0.85,103,10,0.2,0.1,0.8,0.0,0.22,0.8,0.06,0.06,0.13999999999999993,0.043982048088031626
measurement_noise_0.850,measurement_noise,0.85,103,20,0.25,0.1,0.75,0.0,0.22,0.8,0.06,0.07666666666666667,0.13999999999999996,0.04278451118175892
measurement_noise_0.850,measurement_noise,0.85,104,5,0.2,0.2,0.8,0.0,0.22,0.8,0.06,0.02666666666666666,0.05999999999999997,0.030877411748955877
measurement_noise_0.850,measurement_noise,0.85,104,10,0.2,0.3,0.8,0.2,0.22,0.8,0.06,0.07333333333333333,0.16000000000000003,0.04062304377314431
measurement_noise_0.850,measurement_noise,0.85,104,20,0.2,0.25,0.8,0.1,0.22,0.8,0.06,0.023333333333333334,0.06000000000000004,0.006797774173025728
measurement_noise_0.850,measurement_noise,0.85,105,5,0.2,0.6,0.8,0.2,0.22,0.8,0.06,0.17333333333333334,0.38000000000000006,0.14690142247878502
measurement_noise_0.850,measurement_noise,0.85,105,10,0.1,0.4,0.9,0.1,0.22,0.8,0.06,0.10666666666666667,0.18000000000000002,0.04399860909148551
measurement_noise_0.850,measurement_noise,0.85,105,20,0.1,0.3,0.9,0.05,0.22,0.8,0.06,0.06333333333333332,0.11999999999999997,0.02728313347449699
measurement_noise_0.850,measurement_noise,0.85,106,5,0.0,0.4,1.0,0.2,0.22,0.8,0.06,0.17333333333333334,0.21999999999999997,0.15287472115115336
measurement_noise_0.850,measurement_noise,0.85,106,10,0.1,0.2,0.9,0.2,0.22,0.8,0.06,0.08666666666666666,0.17999999999999997,0.051693385264065556
measurement_noise_0.850,measurement_noise,0.85,106,20,0.1,0.2,0.9,0.1,0.22,0.8,0.06,0.05333333333333332,0.12999999999999998,0.020849656264823928
measurement_noise_0.850,measurement_noise,0.85,107,5,0.0,0.6,1.0,0.2,0.22,0.8,0.06,0.24,0.38000000000000006,0.19252468672992876
